Nr wiersza;Nr zamówienia;Priorytet zamówienia;Data zamówienia;Data wysy³ki;Rodzaj transportu;Rodzaj opakowania;Segment rynku;Klient;Nr klienta;Region;Województwo;Miasto;Kod pocztowy;Kategoria produktu;Podkategoria produktu;Nazwa produktu;Sprzeda¿;Iloœæ;Rabat procentowy;Zysk
410;PL-2021-087496;niski;02.05.2021;04.05.2021;standardowy;ma³e pude³ko;biuro;Anna Bukowska;K01550;pó³nocny;warmiñsko-mazurskie;Orneta;11-130;Artyku³y biurowe;Papier;"Wirebound Service Call Books, 5 1/2"" x 4""";9,68;1;0;4,6464
411;PL-2021-087496;œredni;02.05.2021;03.05.2021;standardowy;du¿e pude³ko;biuro;Joanna Buksakowska;K01550;pó³nocny;warmiñsko-mazurskie;Orneta;11-130;Artyku³y biurowe;Etykiety;Self-Adhesive Removable Labels;28,35;9;0;13,608
427;PL-2021-087111;œredni;03.01.2021;04.01.2021;standardowy;opakowanie;biuro;Ma³gorzata Daniszewska;K01068;wschodni;œwiêtokrzyskie;Koprzywnica;27-660;Artyku³y biurowe;Segregatory;GBC VeloBinder Manual Binding System;287,92;8;0;138,2016
428;PL-2021-087111;niski;03.01.2021;05.01.2021;standardowy;ma³e pude³ko;biuro;Aleksandra Dere¿yñska;K01068;wschodni;œwiêtokrzyskie;Koprzywnica;27-660;Technologia;Maszyny;Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner;69,99;1;0;30,0957
434;PL-2021-087576;nieokreœlony;27.07.2021;29.07.2021;standardowy;ma³e pude³ko;korporacja;Katarzyna Duda;K02075;pó³nocno-zachodni;lubuskie;Œwiebodzin;66-200;Artyku³y biurowe;Magazynowanie;Letter Size Cart;714,3;5;0;207,147
436;PL-2021-087596;niski;05.09.2021;07.09.2021;standardowy;ma³e pude³ko;osoba fizyczna;Anna Dyrda³;K01189;centralny;³ódzkie;Sieradz;98-200;Technologia;Akcesoria;Belkin QODE FastFit Bluetooth Keyboard;247,8;5;0,2;-18,585
437;PL-2021-087609;krytyczny;03.05.2021;04.05.2021;standardowy;ma³e pude³ko;biuro;Pawe³ Felski;K01315;pó³nocny;kujawsko-pomorskie;Grudzi¹dz;86-300;Technologia;Maszyny;Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner;1007,979;3;0,3;43,1991
446;PL-2021-087660;œredni;12.09.2021;15.09.2021;ekspresowy;ma³e pude³ko;korporacja;Monika Gierszewska;K00023;wschodni;œwiêtokrzyskie;Miedziana Góra;26-085;Artyku³y biurowe;Etykiety;Avery 520;22,05;7;0;10,584
449;PL-2021-087562;wysoki;25.06.2021;27.06.2021;standardowy;opakowanie;osoba fizyczna;Anna Grzeszczyk;K02794;po³udniowo-zachodni;dolnoœl¹skie;Legnickie Pole;59-241;Artyku³y biurowe;Magazynowanie;Fellowes Bankers Box Recycled Super Stor/Drawer;161,94;3;0;9,7164
451;PL-2021-086442;œredni;17.07.2021;18.07.2021;kolejowy;paleta;korporacja;Przemys³aw Hayto;K00608;po³udniowo-zachodni;dolnoœl¹skie;K¹ty Wroc³awskie;55-080;Artyku³y biurowe;Sztuka;50 Colored Long Pencils;30,48;3;0;7,9248
458;PL-2021-087714;wysoki;12.10.2021;13.10.2021;standardowy;ma³e pude³ko;korporacja;Pawe³ Janicki;K00048;pó³nocno-zachodni;wielkopolskie;Œroda Wielkopolska;63-000;Meble;Krzes³a;Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms;747,558;3;0,3;-96,1146
459;PL-2021-087714;wysoki;12.10.2021;13.10.2021;standardowy;worek;korporacja;Marta Janik;K00048;pó³nocno-zachodni;wielkopolskie;Œroda Wielkopolska;63-000;Artyku³y biurowe;Koperty;Staple envelope;8,928;2;0,2;3,348
470;PL-2021-087763;nieokreœlony;15.12.2021;16.12.2021;kolejowy;wielkie pud³o;korporacja;Anna Kaczmarek;K01978;pó³nocno-zachodni;wielkopolskie;Œrem;63-100;Artyku³y biurowe;Segregatory;Cardinal Hold-It CD Pocket;4,788;3;0,8;-7,9002
471;PL-2021-087763;niski;15.12.2021;17.12.2021;standardowy;opakowanie;korporacja;Leszek Kaczmarek;K01978;pó³nocno-zachodni;wielkopolskie;Œrem;63-100;Artyku³y biurowe;Papier;Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box;55,48;1;0;26,6304
472;PL-2021-087763;nieokreœlony;15.12.2021;17.12.2021;ekspresowy;ma³e pude³ko;korporacja;Monika Kaczmarek;K01979;pó³nocny;kujawsko-pomorskie;Jab³onowo Pomorskie;87-330;Artyku³y biurowe;Magazynowanie;SAFCO Boltless Steel Shelving;340,92;3;0;3,4092
473;PL-2021-087766;œredni;09.09.2021;11.09.2021;standardowy;ma³e pude³ko;ma³a firma;Paulina Kaczmarek;K00683;centralny;mazowieckie;Ciepielów;27-310;Meble;Rega³y;Sauder Mission Library with Doors, Fruitwood Finish;222,666;2;0,15;10,4784
480;PL-2021-087802;niski;18.10.2021;20.10.2021;kolejowy;paleta;biuro;Monika Karczewska;K03302;wschodni;podkarpackie;Strzy¿ów;38-100;Artyku³y biurowe;Sztuka;Prang Colored Pencils;14,7;5;0;6,615
481;PL-2021-087802;wysoki;18.10.2021;19.10.2021;standardowy;ma³e pude³ko;biuro;Pawe³ Karolak;K03302;wschodni;podkarpackie;Strzy¿ów;38-100;Artyku³y biurowe;Magazynowanie;Fellowes Strictly Business Drawer File, Letter/Legal Size;704,25;5;0;84,51
482;PL-2021-087806;nieokreœlony;24.09.2021;25.09.2021;standardowy;ma³e pude³ko;ma³a firma;Roman Karolak;K00401;pó³nocny;warmiñsko-mazurskie;Lidzbark;13-230;Technologia;Akcesoria;Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink;9,09;3;0;1,9089
483;PL-2021-087806;wysoki;24.09.2021;24.09.2021;ekspresowy;ma³e pude³ko;ma³a firma;Jacek Karolczak;K00401;pó³nocny;warmiñsko-mazurskie;Lidzbark;13-230;Artyku³y biurowe;Sztuka;Premium Writing Pencils, Soft, #2 by Central Association for the Blind;5,96;2;0;1,6688
502;PL-2021-087857;œredni;21.07.2021;21.07.2021;kolejowy;paleta;korporacja;Alicja Krojczyk;K01792;po³udniowy;œl¹skie;Jeleœnia;34-340;Artyku³y biurowe;Segregatory;GBC Standard Therm-A-Bind Covers;14,952;2;0,7;-11,9616
503;PL-2021-087871;nieokreœlony;21.07.2021;22.07.2021;ekspresowy;opakowanie;korporacja;Katarzyna Król;K02109;centralny;mazowieckie;Kosów Lacki;08-330;Meble;Krzes³a;Global Troy Executive Leather Low-Back Tilter;801,568;2;0,2;50,098
518;PL-2021-087902;wysoki;10.09.2021;11.09.2021;standardowy;ma³e pude³ko;biuro;£ukasz Lipiñski;K02820;pó³nocny;kujawsko-pomorskie;Bobrowo;87-327;Artyku³y biurowe;Papier;Great White Multi-Use Recycled Paper (20Lb. and 84 Bright);11,96;2;0;5,382
519;PL-2021-087902;nieokreœlony;10.09.2021;11.09.2021;kolejowy;paleta;biuro;Tadeusz Lipiñski;K02820;pó³nocny;kujawsko-pomorskie;Bobrowo;87-327;Artyku³y biurowe;Magazynowanie;Tennsco Single-Tier Lockers;1126,02;3;0;56,301
525;PL-2021-087912;wysoki;23.08.2021;25.08.2021;kolejowy;paleta;osoba fizyczna;Daria Maækowiak;K03393;pó³nocno-zachodni;wielkopolskie;Budzyñ;64-840;Technologia;Akcesoria;Imation 16GB Mini TravelDrive USB 2.0 Flash Drive;66,26;2;0;27,1666
526;PL-2021-087912;wysoki;23.08.2021;24.08.2021;standardowy;opakowanie;osoba fizyczna;Patrycja Maækowiak;K03393;pó³nocno-zachodni;wielkopolskie;Budzyñ;64-840;Artyku³y biurowe;£¹czniki;Staples;22,2;5;0;10,434
527;PL-2021-087560;krytyczny;24.01.2021;26.01.2021;standardowy;ma³e pude³ko;osoba fizyczna;Katarzyna Majchrzak;K02794;po³udniowo-zachodni;dolnoœl¹skie;Legnickie Pole;59-241;Meble;Krzes³a;Global Commerce Series High-Back Swivel/Tilt Chairs;683,952;3;0,2;42,747
535;PL-2021-087508;krytyczny;27.04.2021;29.04.2021;standardowy;ma³e pude³ko;osoba fizyczna;Adrian Marciniec;K02643;centralny;mazowieckie;Stromiec;26-804;Artyku³y biurowe;Segregatory;Presstex Flexible Ring Binders;22,75;5;0;11,375
537;PL-2021-087948;wysoki;04.05.2021;05.05.2021;standardowy;ma³e pude³ko;korporacja;Krzysztof Markiewicz;K00065;wschodni;lubelskie;Janów Lubelski;23-300;Artyku³y biurowe;Segregatory;Premier Elliptical Ring Binder, Black;42,616;7;0,8;-68,1856
538;PL-2021-087948;niski;04.05.2021;06.05.2021;standardowy;ma³e pude³ko;korporacja;Natalia Matuszczak;K00066;po³udniowy;œl¹skie;Bieruñ;43-155;Artyku³y biurowe;Segregatory;Cardinal Poly Pocket Divider Pockets for Ring Binders;10,752;4;0,2;3,36
539;PL-2021-087948;œredni;04.05.2021;05.05.2021;standardowy;ma³e pude³ko;korporacja;Bartosz Melosik;K00069;pó³nocno-zachodni;wielkopolskie;Mycielin;62-831;Artyku³y biurowe;Urz¹dzenia;Eureka The Boss Cordless Rechargeable Stick Vac;152,94;3;0;41,2938
540;PL-2021-087960;nieokreœlony;09.11.2021;10.11.2021;standardowy;ma³e pude³ko;osoba fizyczna;Micha³ Mendelewski;K00637;pó³nocno-zachodni;wielkopolskie;Ko³o;62-600;Meble;Krzes³a;Situations Contoured Folding Chairs, 4/Set;283,92;4;0;70,98
545;PL-2021-087331;krytyczny;01.12.2021;03.12.2021;standardowy;ma³e pude³ko;ma³a firma;Marta Miko³ajczak;K03108;centralny;³ódzkie;£êczyca;99-100;Technologia;Telefony;Xblue XB-1670-86 X16 Small Office Telephone - Titanium;100,792;1;0,2;6,2995
560;PL-2021-088033;œredni;11.11.2021;13.11.2021;standardowy;opakowanie;biuro;Katarzyna Nowakowska;K02210;centralny;mazowieckie;Korytnica;07-120;Meble;Umeblowanie;Coloredge Poster Frame;42,6;3;0;16,614
570;PL-2021-088097;nieokreœlony;16.11.2021;18.11.2021;ekspresowy;worek;korporacja;Beata Ozimska;K01561;pó³nocny;pomorskie;Skarszewy;83-250;Meble;Krzes³a;Hon Every-Day Series Multi-Task Chairs;451,152;3;0,2;0
571;PL-2021-088109;krytyczny;18.03.2021;22.03.2021;standardowy;ma³e pude³ko;korporacja;Eliza Ozimska;K01130;pó³nocny;kujawsko-pomorskie;Golub-Dobrzyñ;87-400;Artyku³y biurowe;Etykiety;Avery 473;72,45;7;0;34,776
575;PL-2021-088130;krytyczny;16.07.2021;21.07.2021;standardowy;ma³e pude³ko;biuro;Izabela O¿arowska;K00542;pó³nocno-zachodni;wielkopolskie;Gniezno;62-200;Artyku³y biurowe;Sztuka;Newell 332;8,82;3;0;2,3814
583;PL-2021-088179;œredni;30.07.2021;03.08.2021;standardowy;opakowanie;ma³a firma;Dominika Plewa;K00673;pó³nocno-zachodni;zachodniopomorskie;Mielno;76-032;Technologia;Telefony;AT&T SB67148 SynJ;105,584;2;0,2;9,2386
584;PL-2021-088179;œredni;30.07.2021;08.08.2021;standardowy;ma³e pude³ko;ma³a firma;Tomasz P³oczyñski;K00673;pó³nocno-zachodni;zachodniopomorskie;Mielno;76-032;Artyku³y biurowe;Urz¹dzenia;Fellowes Basic Home/Office Series Surge Protectors;31,152;3;0,2;3,5046
585;PL-2021-088188;wysoki;24.09.2021;24.09.2021;standardowy;ma³e pude³ko;biuro;Marcin Pogorzelec;K01357;pó³nocny;warmiñsko-mazurskie;Pasym;12-130;Artyku³y biurowe;Segregatory;Recycled Pressboard Report Cover with Reinforced Top Hinge;6,783;7;0,7;-4,7481
586;PL-2021-088193;niski;05.07.2021;06.07.2021;ekspresowy;ma³e pude³ko;osoba fizyczna;Agata Polañska;K03068;pó³nocno-zachodni;zachodniopomorskie;Recz;73-210;Technologia;Telefony;Jabra BIZ 2300 Duo QD Duo Corded Headset;406,368;4;0,2;30,4776
587;PL-2021-088193;œredni;05.07.2021;05.07.2021;standardowy;opakowanie;osoba fizyczna;Ewelina Polewska;K03068;pó³nocno-zachodni;zachodniopomorskie;Recz;73-210;Meble;Krzes³a;Novimex High-Tech Fabric Mesh Task Chair;70,98;1;0;4,9686
598;PL-2021-088247;niski;04.10.2021;06.10.2021;standardowy;ma³e pude³ko;osoba fizyczna;Emilia Rybiñska;K03076;centralny;³ódzkie;Szadek;98-240;Meble;Umeblowanie;Dana Halogen Swing-Arm Architect Lamp;327,76;8;0;91,7728
602;PL-2021-088271;œredni;09.01.2021;12.01.2021;kolejowy;paleta;biuro;Nadia Siejak;K02358;pó³nocny;pomorskie;Sopot;81-747;Artyku³y biurowe;Zaopatrzenie;Acme Value Line Scissors;5,84;2;0,2;0,73
603;PL-2021-088271;niski;09.01.2021;10.01.2021;standardowy;opakowanie;biuro;Lucyna Skrzypczyñska;K02358;pó³nocny;pomorskie;Sopot;81-747;Artyku³y biurowe;Magazynowanie;Hot File 7-Pocket, Floor Stand;142,776;1;0,2;17,847
612;PL-2021-088131;wysoki;23.12.2021;25.12.2021;standardowy;worek;biuro;Renata Strasz;K00542;pó³nocno-zachodni;wielkopolskie;Gniezno;62-200;Artyku³y biurowe;Etykiety;Avery 493;15,712;4;0,2;5,6956
613;PL-2021-088333;nieokreœlony;17.03.2021;19.03.2021;standardowy;worek;ma³a firma;Hanna Szarata;K03241;centralny;mazowieckie;Lipsko;27-300;Artyku³y biurowe;Papier;Xerox 1972;8,448;2;0,2;2,64
615;PL-2021-088344;niski;18.06.2021;27.06.2021;standardowy;ma³e pude³ko;korporacja;Micha³ Szlachta;K01952;pó³nocno-zachodni;wielkopolskie;Raszków;63-440;Technologia;Telefony;PureGear Roll-On Screen Protector;119,94;10;0,4;15,992
623;PL-2021-088304;niski;20.03.2021;21.03.2021;standardowy;ma³e pude³ko;biuro;Agata Szymkowiak;K02577;centralny;³ódzkie;Kutno;99-300;Meble;Krzes³a;Global Manager's Adjustable Task Chair, Storm;301,96;2;0;87,5684
624;PL-2021-088304;krytyczny;20.03.2021;22.03.2021;standardowy;ma³e pude³ko;biuro;Jagoda Szymkowiak;K02577;centralny;³ódzkie;Kutno;99-300;Artyku³y biurowe;Urz¹dzenia;Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room;555,21;5;0,1;178,901
625;PL-2021-088304;œredni;20.03.2021;22.03.2021;standardowy;opakowanie;biuro;Katarzyna Szymkowiak;K02577;centralny;³ódzkie;Kutno;99-300;Artyku³y biurowe;Magazynowanie;Mini 13-1/2 Capacity Data Binder Rack, Pearl;523,48;4;0;130,87
626;PL-2021-088304;wysoki;20.03.2021;20.03.2021;kolejowy;paleta;biuro;Magdalena Talarczyk;K02577;centralny;³ódzkie;Kutno;99-300;Artyku³y biurowe;Sztuka;BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain;161,82;9;0;46,9278
631;PL-2021-088385;nieokreœlony;28.11.2021;03.12.2021;standardowy;ma³e pude³ko;osoba fizyczna;Piotr Trzaskowski;K03086;pó³nocno-zachodni;wielkopolskie;KoŸmin Wielkopolski;63-720;Artyku³y biurowe;Magazynowanie;Tennsco Regal Shelving Units;243,384;3;0,2;-51,7191
651;PL-2021-088431;nieokreœlony;25.02.2021;27.02.2021;standardowy;ma³e pude³ko;osoba fizyczna;Judyta Wojtyniak;K01942;pó³nocny;warmiñsko-mazurskie;Bia³a Piska;12-230;Technologia;Akcesoria;First Data FD10 PIN Pad;316;4;0;31,6
652;PL-2021-086841;nieokreœlony;01.05.2021;03.05.2021;standardowy;ma³e pude³ko;ma³a firma;Izabela WoŸniak;K00015;po³udniowo-zachodni;dolnoœl¹skie;Polkowice;59-101;Artyku³y biurowe;Papier;Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate;379,4;10;0;178,318
663;PL-2021-088439;nieokreœlony;23.02.2021;01.03.2021;ekspresowy;œrednie pude³ko;osoba fizyczna;Katarzyna Zimiñska;K03200;po³udniowo-zachodni;dolnoœl¹skie;Bielawa;58-260;Artyku³y biurowe;Segregatory;"Avery Durable Plastic 1"" Binders";2,724;3;0,8;-4,2222
676;PL-2021-087704;œredni;18.03.2021;18.03.2021;standardowy;ma³e pude³ko;ma³a firma;Piotr Hubert;K00417;pó³nocno-zachodni;wielkopolskie;Skoki;62-085;Technologia;Akcesoria;Imation 16GB Mini TravelDrive USB 2.0 Flash Drive;99,39;3;0;40,7499
684;PL-2021-086672;wysoki;05.01.2021;06.01.2021;standardowy;worek;korporacja;Zygmunt Salwa;K01591;pó³nocny;pomorskie;Sztutowo;82-110;Technologia;Maszyny;Cubify CubeX 3D Printer Triple Head Print;7999,98;4;0,5;-3839,9904
696;PL-2021-086341;œredni;13.06.2021;13.06.2021;ekspresowy;opakowanie;biuro;Ewa Zygu³a;K01695;po³udniowo-zachodni;dolnoœl¹skie;Brzeg Dolny;56-120;Artyku³y biurowe;Etykiety;Avery 490;47,36;4;0,2;17,76
703;PL-2021-088518;œredni;08.10.2021;10.10.2021;standardowy;ma³e pude³ko;osoba fizyczna;Józef Holz;K00125;wschodni;podkarpackie;Nowa Sarzyna;37-310;Meble;Umeblowanie;"Tenex ""The Solids"" Textured Chair Mats";209,88;3;0;35,6796
704;PL-2021-088525;wysoki;30.05.2021;01.06.2021;standardowy;ma³e pude³ko;korporacja;Jan Bielankiewicz;K00002;wschodni;podlaskie;Czy¿ew;18-220;Meble;Sto³y;Laminate Occasional Tables;369,912;3;0,2;-13,8717
705;PL-2021-088530;nieokreœlony;13.01.2021;15.01.2021;kolejowy;wielkie pud³o;ma³a firma;Katarzyna GuŸdzio³;K00223;wschodni;œwiêtokrzyskie;Po³aniec;28-230;Artyku³y biurowe;Papier;Xerox 220;10,368;2;0,2;3,6288
706;PL-2021-088530;krytyczny;13.01.2021;13.01.2021;standardowy;ma³e pude³ko;ma³a firma;Halina Piekarska;K00223;wschodni;œwiêtokrzyskie;Po³aniec;28-230;Artyku³y biurowe;Urz¹dzenia;Fellowes 8 Outlet Superior Workstation Surge Protector;166,84;5;0,2;18,7695
715;PL-2021-088561;wysoki;26.03.2021;28.03.2021;standardowy;ma³e pude³ko;osoba fizyczna;Ma³gorzata Zieliñska;K02070;wschodni;podlaskie;Kleszczele;17-250;Technologia;Akcesoria;Logitech Wireless Performance Mouse MX for PC and Mac;299,97;3;0;113,9886
723;PL-2021-088573;wysoki;18.07.2021;20.07.2021;standardowy;opakowanie;ma³a firma;Renata Pawluk;K00850;centralny;mazowieckie;Obryte;07-215;Artyku³y biurowe;Magazynowanie;Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16;296,37;3;0;80,0199
726;PL-2021-088158;wysoki;24.10.2021;25.10.2021;kolejowy;wielkie pud³o;korporacja;Jerzy Cywiñski;K02908;po³udniowy;œl¹skie;Przyrów;42-248;Artyku³y biurowe;Koperty;"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""";17,568;2;0,2;6,3684
733;PL-2021-088614;niski;23.05.2021;23.05.2021;standardowy;opakowanie;osoba fizyczna;Leszek Kiryk;K02962;pó³nocny;kujawsko-pomorskie;Obrowo;87-123;Artyku³y biurowe;Magazynowanie;Carina Double Wide Media Storage Towers in Natural & Black;242,94;3;0;9,7176
734;PL-2021-088614;œredni;23.05.2021;23.05.2021;standardowy;opakowanie;osoba fizyczna;Henryk Kulig;K02962;pó³nocny;kujawsko-pomorskie;Obrowo;87-123;Technologia;Akcesoria;Logitech Illuminated - Keyboard;179,97;3;0;86,3856
739;PL-2021-088159;niski;26.10.2021;31.10.2021;kolejowy;wielkie pud³o;biuro;Jan Gredka;K02908;po³udniowy;œl¹skie;Przyrów;42-248;Technologia;Akcesoria;Logitech Wireless Touch Keyboard K400;49,98;2;0;8,4966
749;PL-2021-088639;krytyczny;02.12.2021;03.12.2021;standardowy;ma³e pude³ko;ma³a firma;Arkadiusz Grabiec;K01021;pó³nocny;pomorskie;Tuchomie;77-133;Technologia;Telefony;Belkin iPhone and iPad Lightning Cable;11,992;1;0,2;0,8994
757;PL-2021-087049;nieokreœlony;28.02.2021;01.03.2021;standardowy;opakowanie;korporacja;Waldemar Sobczyk;K02999;pó³nocno-zachodni;zachodniopomorskie;Rymañ;78-125;Artyku³y biurowe;Magazynowanie;Recycled Eldon Regeneration Jumbo File;24,56;2;0;6,8768
758;PL-2021-087049;krytyczny;28.02.2021;28.02.2021;ekspresowy;ma³e pude³ko;korporacja;Dominik Kaczmarczyk;K02999;pó³nocno-zachodni;zachodniopomorskie;Rymañ;78-125;Technologia;Akcesoria;Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...;119,8;4;0;47,92
766;PL-2021-088428;krytyczny;08.11.2021;09.11.2021;standardowy;worek;korporacja;Marzena Chachu³a;K00052;pó³nocny;warmiñsko-mazurskie;Tolkmicko;82-340;Technologia;Akcesoria;Plantronics S12 Corded Telephone Headset System;646,74;6;0;258,696
769;PL-2021-087232;wysoki;02.09.2021;03.09.2021;standardowy;ma³e pude³ko;biuro;Krystyna Brzeziñska;K00220;wschodni;lubelskie;Krynice;22-610;Meble;Umeblowanie;Electrix Halogen Magnifier Lamp;310,88;2;0,2;23,316
771;PL-2021-087232;krytyczny;02.09.2021;04.09.2021;standardowy;ma³e pude³ko;biuro;Kazimierz Szczotkiewicz;K00221;po³udniowo-zachodni;opolskie;Kietrz;48-130;Artyku³y biurowe;Segregatory;Cardinal EasyOpen D-Ring Binders;18,28;2;0;9,14
772;PL-2021-087232;œredni;02.09.2021;04.09.2021;ekspresowy;ma³e pude³ko;biuro;Jakub Szpinda;K00221;po³udniowo-zachodni;opolskie;Kietrz;48-130;Technologia;Telefony;AT&T 841000 Phone;207;3;0;51,75
773;PL-2021-087232;niski;02.09.2021;03.09.2021;standardowy;ma³e pude³ko;biuro;Jan Marsza³ek;K00221;po³udniowo-zachodni;opolskie;Kietrz;48-130;Artyku³y biurowe;Segregatory;GBC Instant Report Kit;32,35;5;0;16,175
783;PL-2021-088688;wysoki;15.04.2021;16.04.2021;standardowy;ma³e pude³ko;biuro;Zofia Skórka;K00350;po³udniowo-zachodni;opolskie;Leœnica;47-150;Technologia;Akcesoria;Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive;24;2;0,2;-2,7
786;PL-2021-086097;nieokreœlony;24.12.2021;26.12.2021;kolejowy;wielkie pud³o;biuro;Iwona Ma³kiewicz;K02082;wschodni;podlaskie;Bia³owie¿a;17-230;Artyku³y biurowe;Koperty;Cameo Buff Policy Envelopes;186,69;3;0;87,7443
787;PL-2021-086097;nieokreœlony;24.12.2021;25.12.2021;standardowy;ma³e pude³ko;biuro;Adrian Kubiak;K02079;wschodni;lubelskie;Siedliszcze;22-145;Artyku³y biurowe;Segregatory;Heavy-Duty E-Z-D Binders;17,456;2;0,2;5,8914
798;PL-2021-088717;krytyczny;13.06.2021;15.06.2021;kolejowy;paleta;osoba fizyczna;Joanna Trojanowski;K02462;po³udniowo-zachodni;dolnoœl¹skie;Œwieradów-Zdrój;59-850;Artyku³y biurowe;Papier;Xerox 1967;12,96;2;0;6,2208
799;PL-2021-088717;wysoki;13.06.2021;16.06.2021;standardowy;opakowanie;osoba fizyczna;Krzysztof Maniak;K02462;po³udniowo-zachodni;dolnoœl¹skie;Œwieradów-Zdrój;59-850;Artyku³y biurowe;Etykiety;Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set;21,56;7;0;10,3488
807;PL-2021-088755;krytyczny;27.02.2021;01.03.2021;ekspresowy;ma³e pude³ko;korporacja;Daniel Mozelewski;K00791;po³udniowy;ma³opolskie;£¹cko;33-390;Technologia;Telefony;ClearOne CHATAttach 160 - speaker phone;1983,968;4;0,2;247,996
808;PL-2021-088755;œredni;27.02.2021;02.03.2021;kolejowy;paleta;korporacja;Robert Bartkowska;K00790;pó³nocno-zachodni;wielkopolskie;Œwiêciechowa;64-115;Meble;Umeblowanie;Coloredge Poster Frame;28,4;2;0;11,076
815;PL-2021-088789;krytyczny;31.10.2021;31.10.2021;kolejowy;wielkie pud³o;osoba fizyczna;Artur Kupisz;K01707;wschodni;lubelskie;Mi¹czyn;22-455;Technologia;Akcesoria;Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset;1399,93;7;0;601,9699
816;PL-2021-088789;niski;31.10.2021;05.11.2021;standardowy;ma³e pude³ko;osoba fizyczna;Iwona Wencewicz;K01707;wschodni;lubelskie;Mi¹czyn;22-455;Artyku³y biurowe;Papier;Xerox 205;51,84;8;0;24,8832
820;PL-2021-086474;krytyczny;27.08.2021;29.08.2021;ekspresowy;œrednie pude³ko;biuro;El¿bieta B³aszczyk;K01486;po³udniowo-zachodni;dolnoœl¹skie;Prusice;55-110;Meble;Krzes³a;Global Leather Executive Chair;1228,465;5;0,3;0
822;PL-2021-088065;œredni;03.03.2021;06.03.2021;standardowy;worek;ma³a firma;Piotr Czechowska;K00463;wschodni;podlaskie;Nowogród;18-414;Artyku³y biurowe;Papier;Xerox 1941;335,52;4;0,2;117,432
826;PL-2021-087872;nieokreœlony;14.10.2021;14.10.2021;ekspresowy;ma³e pude³ko;biuro;Andrzej B¹k;K02110;pó³nocno-zachodni;lubuskie;Skwierzyna;66-440;Technologia;Akcesoria;Sony Micro Vault Click 16 GB USB 2.0 Flash Drive;167,97;3;0;40,3128
827;PL-2021-087872;nieokreœlony;14.10.2021;16.10.2021;standardowy;ma³e pude³ko;biuro;Jacek Medyñski;K02110;pó³nocno-zachodni;lubuskie;Skwierzyna;66-440;Artyku³y biurowe;£¹czniki;Advantus Plastic Paper Clips;35;7;0;16,8
828;PL-2021-088820;wysoki;10.06.2021;12.06.2021;standardowy;opakowanie;korporacja;Marlena Sikora;K02812;pó³nocno-zachodni;wielkopolskie;Turek;62-700;Artyku³y biurowe;Zaopatrzenie;Acme Forged Steel Scissors with Black Enamel Handles;37,24;4;0;10,7996
830;PL-2021-085853;nieokreœlony;13.04.2021;15.04.2021;ekspresowy;ma³e pude³ko;korporacja;Jaros³aw Bieliñski;K03145;po³udniowy;œl¹skie;Szczyrk;43-370;Meble;Krzes³a;Global Airflow Leather Mesh Back Chair, Black;301,96;2;0;90,588
832;PL-2021-088855;niski;03.11.2021;04.11.2021;kolejowy;paleta;osoba fizyczna;Miros³aw Wdówka;K01531;po³udniowo-zachodni;dolnoœl¹skie;Strzelin;57-100;Technologia;Telefony;Pyle PMP37LED;191,98;2;0;51,8346
